code,region,Description,to_AIS98,from_AIS98   ,FCI
251812.1,face,"Zygoma fracture [includes tripod and malar fractures], displaced, body, rotated [KN IV, V]",251800.2,NONE      ,5
251814.2,face,"Zygoma fracture [includes tripod and malar fractures], complex [KN VI]",251800.2,NONE      ,5
251900.3,face,Panfacial fracture,NONE      ,NONE      ,3
251902.4,face,"Panfacial fracture, blood loss >20% by volume",NONE      ,NONE      ,3
300099.9,head_neck,"Injury, neck NFS",315099.9,315099.9,          
300999.9,head_neck,Died of neck injury without further substantiation of injuries or no autopsy confirmation of specific injuries,315999.9,315999.9,          
310099.1,external,"Skin/subcutaneous tissue/muscle, neck, injury NFS",310099.1,310099.1,5
310202.1,external,"Skin/subcutaneous tissue/muscle, neck, abrasion",310202.1,310202.1,5
310402.1,external,"Skin/subcutaneous tissue/muscle, neck, contusion; hematoma",310402.1,310402.1,5
310600.1,external,"Skin/subcutaneous tissue/muscle, neck, laceration NFS",310600.1,310600.1,5
310602.1,external,"Skin/subcutaneous tissue/muscle, neck, laceration, minor; superficial",310602.1,310602.1,5
310604.2,external,"Skin/subcutaneous tissue/muscle, neck, laceration, major; >10cm long and into subcutaneous tissue",310604.2,310604.2,5
310606.3,external,"Skin/subcutaneous tissue/muscle, neck, laceration, blood loss >20% by volume",310606.3,310606.3,5
310800.1,external,"Skin/subcutaneous tissue/muscle, neck, avulsion NFS",310800.1,310800.1,5
310802.1,external,"Skin/subcutaneous tissue/muscle, neck, avulsion, minor; superficial; <=25cm2",310802.1,310802.1,5
310804.2,external,"Skin/subcutaneous tissue/muscle, neck, avulsion, major; tissue loss >25cm2",310804.2,310804.2,5
310806.3,external,"Skin/subcutaneous tissue/muscle, neck, avulsion, blood loss >20% by volume",310806.3,310806.3,5
311000.6,head_neck,Decapitation,311000.6,311000.6,1
316000.1,external,"Penetrating injury, neck, NFS",316000.1,316000.1,5
316002.1,external,"Penetrating injury, neck, minor; superficial",316002.1,316002.1,5
316004.2,external,"Penetrating injury, neck, tissue loss >25cm2",316004.2,316004.2,5
316006.3,external,"Penetrating injury, neck, blood loss >20% by volume",316006.3,316006.3,5
320099.9,head_neck,"Vascular injury, neck, NFS",NONE      ,NONE      ,          
320202.3,head_neck,"Carotid artery [common, internal], intimal tear, no disruption",320202.3,320202.3,5
320204.4,head_neck,"Carotid artery [common, internal], intimal tear, no disruption, neurological deficit (stroke) not head-injury related",320204.4,320204.4,1
320206.3,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture NFS",320206.3,320206.3,5
320208.3,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume",320208.3,320208.3,5
320209.3,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume, bilateral",320208.3,NONE      ,5
320210.4,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume, neurological deficit (stroke) not head-injury related",320210.4,320210.4,1
320211.4,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume, neurological deficit (stroke) not head-injury related, bilateral",320210.4,NONE      ,1
320212.4,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume",320212.4,320212.4,5
320213.4,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, bilateral",320212.4,NONE      ,5
320214.5,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, neurological deficit (stroke) not head-injury related",320214.5,320214.5,1
320215.5,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, neurological deficit (stroke) not head-injury related, bilateral",320214.5,NONE      ,1
320216.3,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, with thrombosis (occlusion) secondary to trauma",320216.3,320216.3,5
320217.3,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, with thrombosis (occlusion) secondary to trauma, bilateral",320216.3,NONE      ,5
320218.4,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, with thrombosis (occlusion) secondary to trauma, neurological deficit (stroke) not head-injury related",320218.4,320218.4,1
320219.4,head_neck,"Carotid artery [common, internal], laceration; perforation; puncture, with thrombosis (occlusion) secondary to trauma, neurological deficit (stroke) not head-injury related, bilateral",320218.4,NONE      ,1
320220.3,head_neck,"Carotid artery [common, internal], thrombosis (occlusion) secondary to trauma from any lesion but laceration",320220.3,320220.3,5
320221.3,head_neck,"Carotid artery [common, internal], thrombosis (occlusion) secondary to trauma from any lesion but laceration, bilateral",320220.3,NONE      ,5
320222.4,head_neck,"Carotid artery [common, internal], thrombosis (occlusion) secondary to trauma from any lesion but laceration, neurological deficit (stroke) not head-injury related",320222.4,320222.4,1
320223.4,head_neck,"Carotid artery [common, internal], thrombosis (occlusion) secondary to trauma from any lesion but laceration, neurological deficit (stroke) not head-injury related, bilateral",320222.4,NONE      ,1
320299.3,head_neck,"Carotid artery [common, internal] injury NFS",320299.3,320299.3,5
320402.2,head_neck,"Carotid artery [external] [includes thyroid], intimal tear, no disruption",320402.2,320402.2,5
320404.2,head_neck,"Carotid artery [external] [includes thyroid], laceration; perforation; puncture NFS",320404.2,320404.2,5
320406.2,head_neck,"Carotid artery [external] [includes thyroid], laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume",320406.2,320406.2,5
320408.3,head_neck,"Carotid artery [external] [includes thyroid], laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume",320408.3,320408.3,5
320410.2,head_neck,"Carotid artery [external] [includes thyroid], laceration; perforation; puncture, with thrombosis; (occlusion) secondary to trauma",320410.2,320410.2,5
320412.2,head_neck,"Carotid artery [external] [includes thyroid], thrombosis (occlusion) secondary to trauma from any lesion but laceration",320412.2,320412.2,5
320499.2,head_neck,Carotid artery [external] injury NFS [includes thyroid],320499.2,320499.2,5
320602.1,head_neck,"Jugular vein [external], laceration; perforation; puncture NFS",320602.1,320602.1,5
320604.1,head_neck,"Jugular vein [external], laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume",320604.1,320604.1,5
320606.3,head_neck,"Jugular vein [external], laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume",320606.3,320606.3,5
320699.1,head_neck,Jugular vein [external] injury NFS,320699.1,320699.1,5
320802.2,head_neck,"Jugular vein [internal], laceration; perforation; puncture NFS",320802.2,320802.2,5
320804.2,head_neck,"Jugular vein [internal], laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume",320804.2,320804.2,5
320806.3,head_neck,"Jugular vein [internal], laceration; perforation; puncture, major; rupture; transection; blood loss >20% by volume",320806.3,320806.3,5
320899.1,head_neck,Jugular vein [internal] injury NFS,320899.1,320899.1,5
321002.2,head_neck,"Vertebral artery, neck, intimal tear, no disruption",321002.2,321002.2,5
321004.3,head_neck,"Vertebral artery, neck, intimal tear, no disruption, neurological deficit (stroke) not head-injury related",321004.3,321004.3,2
321006.2,head_neck,"Vertebral artery, neck, laceration; perforation; puncture NFS",321006.2,321006.2,5
321008.2,head_neck,"Vertebral artery, neck, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume",321008.2,321008.2,5
321010.3,head_neck,"Vertebral artery, neck, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume, neurological deficit (stroke) not head-injury related",321010.3,321010.3,2
321012.3,head_neck,"Vertebral artery, neck, laceration; perforation; puncture, major; rupture; transection; blood loss >20% by volume",321012.3,321012.3,5
321014.4,head_neck,"Vertebral artery, neck, laceration; perforation; puncture, major; rupture; transection; blood loss >20% by volume, neurological deficit (stroke) not head-injury related",321014.4,321014.4,2
321015.5,head_neck,"Vertebral artery, neck, laceration; perforation; puncture, major; rupture; transection; blood loss >20% by volume, neurological deficit (stroke) not head-injury related, bilateral",321014.4,NONE      ,1
321016.4,head_neck,"Vertebral artery, neck, laceration; perforation; puncture, with thrombosis (occlusion) secondary to trauma",321016.3,321016.3,5
321017.5,head_neck,"Vertebral artery, neck, laceration; perforation; puncture, with thrombosis (occlusion) secondary to trauma, bilateral",321016.3,NONE      ,5
321018.3,head_neck,"Vertebral artery, neck, thrombosis (occlusion) secondary to trauma from any lesion but laceration",321018.3,321018.3,5
321020.4,head_neck,"Vertebral artery, neck, thrombosis (occlusion) secondary to trauma from any lesion but laceration, neurological deficit (stroke) not head-injury related",321020.4,321020.4,2
321021.5,head_neck,"Vertebral artery, neck, thrombosis (occlusion) secondary to trauma from any lesion but laceration, neurological deficit (stroke) not head-injury related, bilateral",321020.4,NONE      ,1
321099.2,head_neck,"Vertebral artery, neck, injury NFS",321099.2,321099.2,5
330099.1,head_neck,"Nerve injury, neck, NFS",NONE      ,NONE      ,5
330298.4,head_neck,"Phrenic nerve injury, bilateral",330299.2,NONE      ,2
330299.2,head_neck,Phrenic nerve injury,330299.2,330299.2,4
330499.1,head_neck,Vagus nerve injury,330499.1,330499.1,3
340102.2,head_neck,"Esophagus injury, neck, contusion; hematoma [OIS I]",440802.2,NONE      ,5
340103.3,head_neck,"Esophagus, neck, ingestion injury, NFS",440899.2,NONE      ,5
340104.3,head_neck,"Esophagus injury, neck, ingestion injury, partial thickness necrosis",440899.2,NONE      ,5
340105.4,head_neck,"Esophagus injury, neck, ingestion injury, full thickness necrosis",440899.2,NONE      ,5
340106.3,head_neck,"Esophagus, neck, laceration; tear NFS",440804.3,NONE      ,5
340107.3,head_neck,"Esophagus injury, neck, laceration; tear, no perforation; partial thickness; <=50% circumference [OIS I, II]",440806.3,NONE      ,5
340108.4,head_neck,"Esophagus injury, neck, laceration; tear, perforation; full thickness; >50% circumference [OIS III]",440808.4,NONE      ,5
340109.5,head_neck,"Esophagus injury, neck, laceration; tear, avulsion; rupture; transection; massive destruction [OIS IV, V]",440810.5,NONE      ,2
340199.2,head_neck,"Esophagus injury, neck, NFS",440899.2,440899.2,5
340202.2,head_neck,"Larynx, including thyroid and cricoid cartilage, contusion; hematoma",340202.2,340202.2,5
340204.2,head_neck,"Larynx, including thyroid and cricoid cartilage, laceration; puncture NFS",340204.2,340204.2,5
340206.2,head_neck,"Larynx, including thyroid and cricoid cartilage, laceration; puncture, no perforation; partial thickness; mucosal tear",340206.2,340206.2,5
340208.3,head_neck,"Larynx, including thyroid and cricoid cartilage, laceration; puncture, perforation; full thickness; ""fracture""",340208.3,340208.3,5
340210.4,head_neck,"Larynx, including thyroid and cricoid cartilage, laceration; puncture, perforation; full thickness, vocal cord involvement",340210.4,340210.4,2
340212.5,head_neck,"Esophagus injury, neck, laceration; tear, avulsion; rupture; transection; massive destruction",340212.5,340212.5,2
340299.2,head_neck,"Larynx, including thyroid and cricoid cartilage, injury NFS",340299.2,340299.2,5
340602.2,head_neck,"Pharynx or retropharyngeal area, contusion; hematoma NFS",340602.3,340602.3,5
340603.2,head_neck,"Pharynx or retropharyngeal area, contusion; hematoma, minor; <=75% airway involvement",340602.3,NONE      ,5
340604.2,head_neck,"Pharynx or retropharyngeal area, laceration; puncture NFS",340604.2,340604.2,5
340605.3,head_neck,"Pharynx or retropharyngeal area, contusion; hematoma, major; >75% airway involvement",340602.3,NONE      ,3
340606.3,head_neck,"Pharynx or retropharyngeal area, laceration; puncture, no perforation; partial thickness; mucosal tear",340606.3,340606.3,5
340608.4,head_neck,"Pharynx or retropharyngeal area, laceration; puncture, perforation; full thickness",340608.4,340608.4,5
340610.5,head_neck,"Pharynx or retropharyngeal area, laceration; puncture, avulsion; rupture; transection; massive destruction; crush",340610.5,340610.5,1
340699.2,head_neck,Pharynx or retropharyngeal area injury NFS,340699.3,340699.3,5
341002.3,head_neck,"Salivary gland, ductal involvement; transection",341002.3,341002.3,5
341099.2,head_neck,Salivary gland injury NFS,341099.2,341099.2,5
341402.1,head_neck,"Thyroid gland, contusion; hematoma",341402.1,341402.1,5
341404.2,head_neck,"Thyroid gland, laceration",341404.2,341404.2,5
341499.1,head_neck,Thyroid gland injury NFS,341499.1,341499.1,5
341602.2,head_neck,"Trachea injury, neck, contusion; hematoma",442602.3,NONE      ,5
341604.2,head_neck,"Trachea, neck, laceration; tear NFS",442604.3,NONE      ,5
341606.2,head_neck,"Trachea injury, neck, laceration; tear, no perforation; partial thickness",442606.3,NONE      ,5
341608.3,head_neck,"Trachea injury, neck, laceration; tear, perforation; full thickness; ""fracture""",442608.4,NONE      ,5
341610.4,head_neck,"Trachea injury, neck, laceration; tear, avulsion; rupture; transection; massive destruction; crush; laryngeal-tracheal separation",442610.5,NONE      ,2
341699.2,head_neck,"Trachea injury, neck, NFS",442699.3,442699.3,5
341802.2,head_neck,"Vocal cord injury [not due to intubation], unilateral",341802.2,341802.2,3
341804.3,head_neck,"Vocal cord injury [not due to intubation], bilateral",341804.3,341804.3,2
341899.2,head_neck,Vocal cord injury NFS [not due to intubation],341899.2,341899.2,5
350200.2,head_neck,Hyoid fracture,350200.2,350200.2,5
400099.9,chest,Whole thorax injury NFS,415099.9,415099.9,          
400999.9,chest,Died of thoracic injury without further substantiation of injuries or no autopsy confirmation of specific injuries,415999.9,415999.9,          
410099.1,chest,"Skin/subcutaneous/muscle injury, thorax, NFS",410099.1,410099.1,5
410102.2,chest,Pectoral muscle tear; laceration,410099.1,NONE      ,5
410202.1,external,"Skin/subcutaneous/muscle, thorax, abrasion",410202.1,410202.1,5
410402.1,external,"Skin/subcutaneous/muscle, thorax, contusion; hematoma",410402.1,410402.1,5
410600.1,external,"Skin/subcutaneous/muscle, thorax, laceration NFS",410600.1,410600.1,5
410602.1,external,"Skin/subcutaneous/muscle, thorax, laceration, minor; superficial",410602.1,410602.1,5
410604.2,external,"Skin/subcutaneous/muscle, thorax, laceration, major; >20cm long and into subcutaneous tissue",410604.2,410604.2,5
410606.3,external,"Skin/subcutaneous/muscle, thorax, laceration, blood loss >20% by volume",410606.3,410606.3,5
410800.1,external,"Skin/subcutaneous/muscle, thorax, avulsion NFS",410800.1,410800.1,5
410802.1,external,"Skin/subcutaneous/muscle, thorax, avulsion, minor; superficial; <=100cm2",410802.1,410802.1,5
410804.2,external,"Skin/subcutaneous/muscle, thorax, avulsion, major; >100cm2",410804.2,410804.2,5
410806.3,external,"Skin/subcutaneous/muscle, thorax, avulsion, blood loss >20% by volume",410806.3,410806.3,5
411000.2,external,"Breast avulsion, female",411000.2,411000.2,5
413000.6,chest,"Crush injury, thorax",413000.6,413000.6,1
415000.4,chest,"Injury, thorax, open (""sucking"") chest wound",415000.4,415000.4,5
416000.1,external,"Penetrating injury, thorax, NFS",416000.1,416000.1,5
416002.1,external,"Penetrating injury, thorax, superficial; minor; into pleural cavity but not involving deeper structures",416002.1,416002.1,5
416004.2,external,"Penetrating injury, thorax, with tissue loss >100cm2",416004.2,416004.2,5
416006.3,external,"Penetrating injury, thorax, with blood loss >20% by volume",416006.3,416006.3,5
419200.2,chest,"Lung, inhalation injury NFS (heat, particulate matter, noxious agents)",919200.2,919200.2,5
419201.2,chest,"Lung, inhalation injury (heat, particulate matter, noxious agents), absence of carbonaceous deposits, erythema, edema, bronchorrhea, obstruction",919201.2,919201.2,5
419202.3,chest,"Lung, inhalation injury (heat, particulate matter, noxious agents), minor or patchy areas of erythema, bronchorrhea, carbonaceous deposits in proximal or distal bronchi",919202.3,919202.3,5
419204.4,chest,"Lung, inhalation injury (heat, particulate matter, noxious agents), moderate degree of erythema, carbonaceous deposits, bronchorrhea with or without compromise of the bronchi",919204.4,919204.4,5
419206.5,chest,"Lung, inhalation injury (heat, particulate matter, noxious agents), severe inflammation with friability, copious carbonaceous deposits, bronchorrhea, bronchial obstruction, hypoxemia",919206.5,919206.5,5
419208.6,chest,"Lung, inhalation injury (heat, particulate matter, noxious agents), evidence of mucosal sloughing, necrosis, endoluminal obliteration",919208.6,919208.6,1
420099.9,chest,"Vascular injury, thorax NFS",NONE      ,NONE      ,          
420202.4,chest,"Aorta, thoracic, intimal tear, no disruption [OIS IV, V]",420202.4,420202.4,5
420204.5,chest,"Aorta, thoracic, intimal tear, no disruption, with aortic valve involvement [OIS IV, V]",420204.5,420204.5,5
420206.4,chest,"Aorta, thoracic, laceration; perforation; puncture NFS [OIS IV, V]",420206.4,420206.4,5
420208.4,chest,"Aorta, thoracic, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS IV, V]",420208.4,420208.4,5
420210.5,chest,"Aorta, thoracic, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS IV, V]",420210.5,420210.5,5
420212.5,chest,"Aorta, thoracic, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, with aortic root or valve involvement [OIS IV, V]",420212.5,420212.5,5
420216.5,chest,"Aorta, thoracic, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, with hemorrhage confined to mediastinum [OIS IV, V]",420216.5,420216.5,5
420218.6,chest,"Aorta, thoracic, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, with hemorrhage not confined to mediastinum [OIS VI]",420218.6,420218.6,1
420299.4,chest,"Aorta, thoracic, injury NFS [OIS IV, V]",420299.4,420299.4,5
420402.3,chest,"Brachiocephalic [innominate] artery, intimal tear, no disruption [OIS III]",420402.3,420402.3,5
420404.3,chest,"Brachiocephalic [innominate] artery, laceration; perforation; puncture NFS [OIS III]",420404.3,420404.3,5
420406.3,chest,"Brachiocephalic [innominate] artery, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS III]",420406.3,420406.3,5
420408.4,chest,"Brachiocephalic [innominate] artery, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS III]",420408.4,420408.4,5
420499.3,chest,Brachiocephalic [innominate] artery injury NFS [OIS III],420499.3,420499.3,5
420602.3,chest,"Brachiocephalic [innominate] vein, laceration; perforation; puncture NFS [OIS II]",420602.3,420602.3,5
420604.3,chest,"Brachiocephalic [innominate] vein, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS II]",420604.3,420604.3,5
420606.4,chest,"Brachiocephalic [innominate] vein, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS II]",420606.4,420606.4,5
420608.5,chest,"Brachiocephalic [innominate] vein, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, with air embolus right side [OIS II]",420608.5,420608.5,5
420699.3,chest,Brachiocephalic [innominate] vein injury NFS [OIS II],420699.3,420699.3,5
420800.5,chest,"Coronary artery laceration or thrombosis to left main, right main or left anterior descending artery; coronary sinus",420800.5,420800.5,2
421002.3,chest,"Pulmonary artery, intimal tear, no disruption [OIS IV, V]",421002.3,421002.3,5
421004.3,chest,"Pulmonary artery, laceration; perforation; puncture NFS [OIS IV, V]",421004.3,421004.3,5
421006.3,chest,"Pulmonary artery, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS IV, V]",421006.3,421006.3,5
421008.5,chest,"Pulmonary artery, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS IV, V]",421008.4,421008.4,5
421009.6,chest,"Pulmonary artery, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, bilateral [OIS IV, V]",421008.4,NONE      ,1
421099.3,chest,"Pulmonary artery injury NFS [OIS IV, V]",421099.3,421099.3,5
421202.3,chest,"Pulmonary vein, laceration; perforation; puncture NFS [OIS IV, V]",421202.3,421202.3,5
421204.3,chest,"Pulmonary vein, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS IV, V]",421204.3,421204.3,5
421206.5,chest,"Pulmonary vein, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS IV, V]",421206.4,421206.4,5
421207.6,chest,"Pulmonary vein, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, bilateral [OIS IV, V]",421206.4,NONE      ,1
421299.3,chest,"Pulmonary vein injury NFS [OIS IV, V]",421299.3,421299.3,5
421402.3,chest,"Subclavian artery, intimal tear, no disruption [OIS III]",421402.3,421402.3,5
421404.3,chest,"Subclavian artery, laceration; perforation; puncture NFS [OIS III]",421404.3,421404.3,5
421406.3,chest,"Subclavian artery, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS III]",421406.3,421406.3,5
421408.4,chest,"Subclavian artery, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS III]",421408.4,421408.4,5
421499.3,chest,Subclavian artery injury NFS [OIS III],421499.3,421499.3,5
421602.3,chest,"Subclavian vein, laceration; perforation; puncture NFS [OIS II]",421602.3,421602.3,5
421604.3,chest,"Subclavian vein, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS II]",421604.3,421604.3,5
421606.4,chest,"Subclavian vein, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS II]",421606.4,421606.4,5
421699.3,chest,Subclavian vein injury NFS [OIS II],421699.3,421699.3,5
421802.3,chest,"Vena Cava, superior and thoracic portion of inferior, laceration; perforation; puncture NFS [OIS IV, V]",421802.3,421802.3,5
421804.3,chest,"Vena Cava, superior and thoracic portion of inferior, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume with or without thrombosis [OIS IV, V]",421804.3,421804.3,5
421806.4,chest,"Vena Cava, superior and thoracic portion of inferior, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS IV, V]",421806.4,421806.4,5
421808.5,chest,"Vena Cava, superior and thoracic portion of inferior, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume, with air embolus right side [OIS IV, V]",421808.5,421808.5,5
421899.3,chest,"Vena Cava, superior and thoracic portion of inferior injury NFS [OIS IV, V]",421899.3,421899.3,5
422002.2,chest,"Other named arteries, thorax, e.g., bronchial, esophageal, intercostal, internal mammary, intimal tear, no disruption [OIS I]",422002.2,422002.2,5
422004.2,chest,"Other named arteries, thorax, e.g., bronchial, esophageal, intercostal, internal mammary, laceration; perforation; puncture NFS [OIS I]",422004.2,422004.2,5
422006.2,chest,"Other named arteries, thorax, e.g., bronchial, esophageal, intercostal, internal mammary, laceration; perforation; puncture, minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS I]",422006.2,422006.2,5
422008.3,chest,"Other named arteries, thorax, e.g., bronchial, esophageal, intercostal, internal mammary, laceration; perforation; puncture, major; rupture; transection; segmental loss; blood loss >20% by volume [OIS I]",422008.3,422008.3,5
422099.2,chest,"Other named arteries, thorax, e.g., bronchial, esophageal, intercostal, internal mammary injury NFS [OIS I]",422099.2,422099.2,5
422202.2,chest,"Other named veins, thorax, e.g., azygos, bronchial, esophageal, hemiazygos, intercostal, internal jugular, internal mammary, laceration; perforation; puncture NFS [OIS I for entire category except azygos and internal jugular, OIS II]",422202.2,422202.2,5
422204.2,chest,"Other named veins, thorax, e.g., azygos, bronchial, esophageal, hemiazygos, intercostal, internal jugular, internal mammary, laceration; perforation; puncture; minor; superficial; incomplete circumferential involvement; blood loss <=20% by volume [OIS I for entire category except azygos and internal jugular, OIS II]",422204.2,422204.2,5
422206.3,chest,"Other named veins, thorax, e.g., azygos, bronchial, esophageal, hemiazygos, intercostal, internal jugular, internal mammary, laceration; perforation; puncture; major; rupture; transection; segmental loss; blood loss >20% by volume [OIS I for entire category except azygos and internal jugular, OIS II]",422206.3,422206.3,5
422299.2,chest,"Other named veins, thorax, e.g., azygos, bronchial, esophageal, hemiazygos, intercostal, internal jugular, internal mammary injury [OIS I for entire category except azygos and internal jugular, OIS II]",422299.2,422299.2,5
430499.1,chest,Vagus nerve injury,430499.1,430499.1,5
440099.9,chest,Bronchus injury NFS,NONE      ,NONE      ,          
440102.3,chest,"Bronchus, main stem, contusion; hematoma",442602.3,442602.3,5
440104.3,chest,"Bronchus, main stem, laceration; tear NFS",442604.3,442604.3,5
440106.3,chest,"Bronchus, main stem, laceration; tear, no perforation; partial thickness",442606.3,442606.3,5
440108.4,chest,"Bronchus, main stem, laceration; tear, perforation; full thickness; ""fracture""",442608.4,442608.4,5
440110.5,chest,"Bronchus, main stem, laceration; tear, complex; avulsion; rupture; transection; with separation",442610.5,442610.5,5
440199.3,chest,"Bronchus, main stem injury NFS",442699.3,442699.3,5
440202.1,chest,"Bronchus, distal to main stem, contusion; hematoma",440202.1,440202.1,5
440204.2,chest,"Bronchus, distal to main stem, laceration; tear NFS",440204.2,440204.2,5
440206.2,chest,"Bronchus, distal to main stem, laceration; tear, no perforation; partial thickness",440206.2,440206.2,5
440208.3,chest,"Bronchus, distal to main stem, laceration; tear, perforation; full thickness; ""fracture""",440208.3,440208.3,5
440210.4,chest,"Bronchus, distal to main stem, laceration; tear, complex; avulsion; rupture; transection; with separation",440210.4,440210.4,5
440299.1,chest,"Bronchus, distal to main stem injury NFS",440299.1,440299.1,5
440400.5,chest,Intracardiac chordae tendinae laceration; rupture,440400.5,440400.5,5
440602.2,chest,"Diaphragm, contusion; hematoma [OIS I]",440602.2,440602.2,5
440604.2,chest,"Diaphragm, laceration NFS",440604.3,440604.3,5
440606.3,chest,"Diaphragm, laceration, <=10cm [OIS II, III]",440604.3,NONE      ,5
440608.4,chest,"Diaphragm, laceration, >10cm; with significant tissue loss [OIS IV, V]",440604.3,NONE      ,5
440610.4,chest,"Diaphragm, rupture with herniation",440606.4,440606.4,5
440699.2,chest,Diaphragm injury NFS,440699.2,440699.2,5
440802.2,chest,"Esophagus injury, thorax, contusion; hematoma [OIS I]",440802.2,440802.2,5
440804.3,chest,"Esophagus injury, thorax, laceration; tear NFS",440804.3,440804.3,5
440805.3,chest,"Esophagus, thorax, ingestion injury, NFS",440899.2,NONE      ,5
440806.3,chest,"Esophagus injury, thorax, laceration; tear, no perforation; partial thickness; <=50% circumference [OIS I, II]",440806.3,440806.3,5
440807.3,chest,"Esophagus injury, thorax, ingestion injury, partial thickness necrosis",440899.2,NONE      ,5
440808.4,chest,"Esophagus injury, thorax, laceration; tear, perforation; full thickness; >50% circumference [OIS III]",440808.4,440808.4,5
440809.4,chest,"Esophagus injury, thorax, ingestion injury, full thickness necrosis",440899.2,NONE      ,3
440810.5,chest,"Esophagus injury, thorax, laceration; tear, avulsion; rupture; transection; massive destruction [OIS IV, V]",440810.5,440810.5,3
440899.2,chest,"Esophagus injury, thorax, NFS",440899.2,440899.2,5
441002.1,chest,"Heart (myocardium), contusion NFS",441002.1,441002.1,5
441004.1,chest,"Heart (myocardium), contusion, minor [OIS I]",441004.1,441004.1,5
441006.4,chest,"Heart (myocardium), contusion, major",441006.4,441006.4,5
441008.3,chest,"Heart (myocardium), laceration NFS",441008.3,441008.3,5
441010.3,chest,"Heart (myocardium), laceration, no perforation; no chamber involvement",441010.3,441010.3,5
441012.5,chest,"Heart (myocardium), laceration, perforation, ventricular or atrial, with or without tamponade",441012.5,441012.5,5
441013.5,chest,"Heart (myocardium), laceration, perforation, ventricular or atrial, with or without tamponade, atrial rupture",NONE      ,NONE      ,5
441014.6,chest,"Heart (myocardium), laceration, perforation, ventricular or atrial, with or without tamponade, ventricular rupture",441014.6,441014.6,1
441016.6,chest,"Heart (myocardium), laceration, perforation, ventricular or atrial, with or without tamponade, multiple lacerations; >50% tissue loss of a chamber",441016.6,441016.6,1
441018.6,chest,"Heart (myocardium), avulsion",441018.6,441018.6,1
